,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_0,count_topic_2,count_topic_4,topic_0,topic_2,topic_4,count_topic_3,count_topic_1,topic_3,topic_1
208,Lee Y,2020-03-01,Covid,4,,"[[room, servic, 2], [time, poor, 1], [help, hard, 1], [room, alloc, 2], [food, nearbi, 0]]",1.0,2.0,,0.0,0.0,,,2.0,,-0.3458333333333333
209,f1f2mkx4a1080cd42020,2020-03-01,Covid,4,,"[[pool, swim, 3]]",,,,,,,1.0,,0.0,
210,mols56,2020-03-01,Covid,4,,"[[airport, close, 3], [room, clean, 2]]",,1.0,,,0.3666666666666667,,1.0,,0.0,
211,Phil W,2020-03-01,Covid,4,,"[[room, pleasant, 2]]",,1.0,,,0.7333333333333333,,,,,
212,chutotoro,2020-03-01,Covid,4,,"[[time, third, 1], [hotel, big, 0], [time, last, 1], [termin, consolid, 3], [food, good, 0], [time, hard, 1]]",2.0,,,0.35,,,1.0,3.0,0.0,-0.09722222222222222
213,Natalie_Lim15,2020-03-01,Covid,4,2.0,"[[bed, twin, 3], [bed, joint, 3], [room, connect, 2]]",,1.0,,,0.0,,2.0,,0.0,
214,Johnson Lai,2020-03-01,Covid,4,,[],,,,,,,,,,
215,Fahmy,2020-03-01,Covid,4,,"[[room, front, 2]]",,1.0,,,0.0,,,,,
216,Francis G,2020-03-01,Covid,4,,"[[staff, servic, 1], [staff, fast, 1], [food, full, 0], [food, good, 0]]",2.0,,,0.5249999999999999,,,,2.0,,0.1
217,f1ev7r1dah080cd02020,2020-03-01,Covid,4,,[],,,,,,,,,,
218,J19930518,2020-03-01,Covid,4,,"[[time, good, 1], [book, cheap, 4], [book, 'super cheap', 4], [place, overal, 0], [place, super, 0], [place, good, 0]]",3.0,,2.0,0.3444444444444444,,0.38333333333333336,,1.0,,0.7
219,Stephen L,2020-02-01,Covid,4,,"[[room, nice, 2], [room, clean, 2]]",,2.0,,,0.48333333333333334,,,,,
220,llobri412290,2020-03-01,Covid,4,,[],,,,,,,,,,
221,ruth l,2020-03-01,Covid,4,,[],,,,,,,,,,
222,The Biannual Travellers,2020-03-01,Covid,4,,"[[staff, poor, 1], [hour, standard, 4], [check, temperatur, 4], [room, clean, 2]]",,1.0,2.0,,0.3666666666666667,0.0,,1.0,,-0.4
223,FellowTraveler439292,2020-03-01,Covid,4,,[],,,,,,,,,,
224,rduke971665,2020-03-01,Covid,4,,"[[airport, close, 3], [restaur, wide, 0], [floor, top, 2]]",1.0,1.0,,-0.1,0.5,,1.0,,0.0,
225,jhC2049FD,2020-02-01,Covid,4,,[],,,,,,,,,,
226,Judy H,2020-03-01,Covid,4,,"[[pool, second, 3], [food, great, 0]]",1.0,,,0.8,,,1.0,,0.0,
227,szarinah9396,2020-03-01,Covid,4,,"[[friendli, particular, 1], [friendli, choic, 1], [hotel, wise, 0]]",1.0,,,0.7,,,,2.0,,0.08333333333333333
228,f1cy7zjt9h0g0cb52020,2020-01-01,PreCovid,4,,[],,,,,,,,,,
229,myrnbpp,2020-03-01,Covid,4,,[],,,,,,,,,,
230,f1csqe65mh080cey2020,2020-03-01,Covid,4,,"[[place, perfect, 0]]",1.0,,,1.0,,,,,,
231,f1dx7nac9h080cb22020,2020-03-01,Covid,4,,[],,,,,,,,,,
232,macfisher,2020-03-01,Covid,4,5.0,"[[stay, pleasant, 1], [help, pleasant, 1], [club, advantag, 4], [stay, pleasant, 1]]",,,1.0,,,0.0,,3.0,,0.7333333333333333
233,Arianne R,2020-03-01,Covid,4,,[],,,,,,,,,,
234,Sham M,2020-03-01,Covid,4,,"[[room, nice, 2], [room, warm, 2]]",,2.0,,,0.6,,,,,
235,pb1954,2020-02-01,Covid,4,,"[[place, eateri, 0]]",1.0,,,0.0,,,,,,
236,f1ebxwh6d10g0cd02020,2020-02-01,Covid,4,,[],,,,,,,,,,
237,gogden929666,2020-02-01,Covid,4,,"[[room, enough, 2], [food, clean, 0]]",1.0,1.0,,0.3666666666666667,0.0,,,,,
238,tluck827396,2020-02-01,Covid,4,,"[[room, nice, 2], [room, good, 2], [room, clean, 2], [shower, good, 2]]",,4.0,,,0.5916666666666666,,,,,
239,avani88,2020-02-01,Covid,4,,[],,,,,,,,,,
240,Otis Blue,2020-02-01,Covid,4,,"[[room, execut, 2]]",,1.0,,,0.0,,,,,
241,Mardiana,2020-02-01,Covid,4,4.0,"[[time, good, 1], [day, big, 4]]",,,1.0,,,0.0,,1.0,,0.7
242,jhartl159677,2020-02-01,Covid,4,,"[[place, great, 0]]",1.0,,,0.8,,,,,,
243,Jennifer J,2020-03-01,Covid,4,,"[[stay, poor, 1], [stay, standard, 1], [stay, recent, 1], [hotel, qualiti, 0], [hotel, 'atroci qualiti', 0]]",2.0,,,0.0,,,,3.0,,-0.13333333333333333
244,jin_dru,2020-02-01,Covid,4,,"[[hotel, perfect, 0], [place, perfect, 0], [room, less, 2], [pool, top, 3]]",2.0,1.0,,1.0,-0.16666666666666666,,1.0,,0.5,
245,Howard L,2020-02-01,Covid,4,,"[[flight, next, 4], [room, old, 2]]",,1.0,1.0,,0.1,0.0,,,,
246,vrayer636932,2020-02-01,Covid,4,,"[[place, good, 0], [place, nice, 0], [time, next, 1]]",2.0,,,0.6499999999999999,,,,1.0,,0.0
247,Annie M,2020-02-01,Covid,4,,"[[shower, warm, 2], [shower, fine, 2], [hour, less, 4]]",,2.0,1.0,,0.5083333333333333,-0.16666666666666666,,,,
248,rgouda257181,2020-02-01,Covid,4,,[],,,,,,,,,,
249,ang882020,2020-02-01,Covid,4,,"[[room, poor, 2], [room, corridor, 2]]",,2.0,,,-0.2,,,,,
250,Ian S,2020-02-01,Covid,4,,"[[book, great, 4], [book, first, 4], [famili, ideal, 1]]",,,2.0,,,0.525,,1.0,,0.9
251,HiroFithz,2020-02-01,Covid,4,,"[[room, clean, 2]]",,1.0,,,0.3666666666666667,,,,,
252,Martinka8,2020-02-01,Covid,4,,"[[pool, swim, 3], [help, super, 1]]",,,,,,,1.0,1.0,0.0,0.3333333333333333
253,Rosario_it,2019-03-01,PreCovid,4,,"[[flight, morn, 4], [room, nice, 2]]",,1.0,1.0,,0.6,0.0,,,,
254,f1dp0avph10g0cc12020,2020-02-01,Covid,4,,"[[hotel, overal, 0], [hotel, great, 0]]",2.0,,,0.4,,,,,,
255,deeandkev2020,2019-07-01,PreCovid,4,,"[[hotel, great, 0], [room, singapor, 2]]",1.0,1.0,,0.8,0.0,,,,,
256,ongyutong,2020-02-01,Covid,4,,"[[night, least, 3], [pool, swim, 3]]",,,,,,,2.0,,-0.15,
257,f1aqqkqpe1080ca02020,2020-02-01,Covid,4,,"[[room, close, 2], [room, extra, 2]]",,2.0,,,0.0,,,,,
258,lindavonneree,2020-02-01,Covid,4,,"[[place, great, 0], [place, great, 0], [pool, servic, 3], [pool, great, 3], [room, quiet, 2]]",2.0,1.0,,0.8,0.0,,2.0,,0.4,
259,fleitc652178,2020-02-01,Covid,4,,"[[use, great, 4], [use, clean, 4]]",,,2.0,,,0.5833333333333334,,,,
260,Rsg,2020-02-01,Covid,4,,"[[book, bad, 4]]",,,1.0,,,-0.6999999999999998,,,,
261,Carsten,2020-02-01,Covid,4,,"[[pool, nice, 3], [hotel, overal, 0], [use, bad, 4]]",1.0,,1.0,0.0,,-0.6999999999999998,1.0,,0.6,
262,cchua542977,2020-02-01,Covid,4,,"[[food, great, 0], [food, close, 0]]",2.0,,,0.4,,,,,,
263,sleekmummy,2019-12-01,PreCovid,4,,"[[staff, good, 1]]",,,,,,,,1.0,,0.7
264,eklop542330,2020-02-01,Covid,4,,[],,,,,,,,,,
265,David J,2020-02-01,Covid,4,5.0,"[[hotel, singapor, 0]]",1.0,,,0.0,,,,,,
266,jacemiz,2020-02-01,Covid,4,,"[[breakfast, clean, 3], [pool, good, 3], [pool, swim, 3]]",,,,,,,3.0,,0.35555555555555557,
267,RockyTop,2020-01-01,PreCovid,4,,"[[room, nice, 2]]",,1.0,,,0.6,,,,,
268,angel_eveie,2020-02-01,Covid,4,,[],,,,,,,,,,
269,Nya M,2020-01-01,PreCovid,4,,"[[airport, great, 3], [airport, close, 3], [staff, lush, 1]]",,,,,,,2.0,1.0,0.4,0.1
270,Noel F,2020-02-01,Covid,4,,"[[food, hot, 0], [hour, everi, 4], [time, next, 1]]",1.0,,1.0,0.25,,0.0,,1.0,,0.0
271,duffi,2020-02-01,Covid,4,5.0,"[[check, earli, 4], [room, straight, 2]]",,1.0,1.0,,0.2,0.0,,,,
272,Richie,2020-02-01,Covid,4,,"[[place, ideal, 0]]",1.0,,,0.9,,,,,,
273,Wilson Tan,2020-02-01,Covid,4,,"[[hotel, nice, 0], [food, eateri, 0], [room, quick, 2], [room, smooth, 2], [room, neg, 2], [pool, top, 3], [pool, swim, 3], [day, good, 4]]",2.0,3.0,1.0,0.3,0.24444444444444446,0.7,2.0,,0.25,
274,Barry J,2020-02-01,Covid,4,,"[[bathroom, largest, 2], [food, close, 0], [staff, pleasant, 1], [staff, good, 1]]",1.0,1.0,,0.0,0.0,,,2.0,,0.7166666666666666
275,Nicole G.,2020-01-01,PreCovid,4,,"[[time, second, 1], [time, singapor, 1], [time, first, 1], [day, last, 4], [airport, close, 3], [room, bright, 2], [room, clean, 2], [walk, short, 0]]",1.0,2.0,1.0,0.0,0.5333333333333334,0.0,1.0,3.0,0.0,0.08333333333333333
276,Arnaud H,2020-02-01,Covid,4,,"[[hotel, great, 0], [place, great, 0], [restaur, nice, 0], [restaur, great, 0], [pool, nice, 3], [restaur, top, 0], [restaur, close, 0], [termin, next, 3]]",6.0,,,0.5833333333333334,,,2.0,,0.3,
277,Noureen87,2019-12-01,PreCovid,4,,"[[work, easi, 2], [day, importantli, 4]]",,1.0,1.0,,0.0,0.0,,,,
278,Barry T,2020-02-01,Covid,4,,"[[airport, close, 3], [hotel, good, 0], [hotel, clean, 0], [room, nice, 2]]",2.0,1.0,,0.5333333333333333,0.6,,1.0,,0.0,
279,Gabriel L,2019-12-01,PreCovid,4,,"[[hotel, nice, 0], [staff, clean, 1], [stay, good, 1], [stay, 'still good', 1]]",1.0,,,0.6,,,,3.0,,0.5888888888888889
280,David N,2020-02-01,Covid,4,,"[[bathroom, small, 2], [club, great, 4], [staff, great, 1]]",,1.0,1.0,,-0.25,0.8,,1.0,,0.8
281,f1dct7frd1080ccv2020,2020-02-01,Covid,4,,"[[staff, bad, 1], [room, direct, 2], [shower, short, 2], [comfort, clean, 3]]",,2.0,,,0.05,,1.0,1.0,0.3666666666666667,-0.6999999999999998
282,Martin T,2020-01-01,PreCovid,4,,"[[staff, nice, 1]]",,,,,,,,1.0,,0.6
283,deedee88,2019-12-01,PreCovid,4,,"[[hotel, nice, 0], [room, nice, 2], [room, quiet, 2], [hotel, good, 0]]",2.0,2.0,,0.6499999999999999,0.3,,,,,
284,Karen S,2020-02-01,Covid,4,5.0,[],,,,,,,,,,
285,aizanasmaon,2020-02-01,Covid,4,,[],,,,,,,,,,
286,jjessicachiaa,2020-02-01,Covid,4,,"[[staff, great, 1], [room, alloc, 2], [famili, great, 1]]",,1.0,,,0.0,,,2.0,,0.8
287,MazniOmar,2020-02-01,Covid,4,,"[[staff, first, 1], [staycat, servic, 1], [staycat, experi, 1], [experi, pleasant, 1]]",,,,,,,,4.0,,0.24583333333333332
288,Bidyut N,2020-01-01,PreCovid,4,,"[[staff, good, 1]]",,,,,,,,1.0,,0.7
289,Ian S,2020-01-01,PreCovid,4,,"[[place, everi, 0], [place, 'better everi', 0], [staff, clean, 1], [hotel, top, 0]]",3.0,,,0.3333333333333333,,,,1.0,,0.3666666666666667
290,jamesdickie,2020-01-01,PreCovid,4,,"[[place, good, 0], [place, good, 0]]",2.0,,,0.7,,,,,,
291,limjse,2020-01-01,PreCovid,4,,[],,,,,,,,,,
292,Mar R,2020-01-01,PreCovid,4,,"[[staff, good, 1]]",,,,,,,,1.0,,0.7
293,George B,2020-01-01,PreCovid,4,,"[[room, nice, 2], [room, nice, 2]]",,2.0,,,0.6,,,,,
294,kaychaney,2020-01-01,PreCovid,4,,"[[check, long, 4], [room, final, 2], [check, late, 4]]",,1.0,2.0,,0.0,-0.175,,,,
295,Peter F,2020-01-01,PreCovid,4,,"[[flight, long, 4], [howev, older, 2]]",,1.0,1.0,,0.16666666666666666,-0.05,,,,
296,powellchengroup,2020-01-01,PreCovid,4,,"[[hotel, clear, 0], [hotel, 'well clear', 0]]",2.0,,,0.10000000000000002,,,,,,
297,ggeorg791086,2020-01-01,PreCovid,4,,"[[hotel, good, 0]]",1.0,,,0.7,,,,,,
298,tonggo232100,2020-01-01,PreCovid,4,,"[[day, second, 4]]",,,1.0,,,0.0,,,,
299,wander11wonder,2020-01-01,PreCovid,4,,"[[comfort, pleasant, 3], [night, late, 3]]",,,,,,,2.0,,0.21666666666666665,
300,Johannes,2020-01-01,PreCovid,4,3.0,"[[room, great, 2], [room, huge, 2], [room, clean, 2]]",,3.0,,,0.5222222222222223,,,,,
301,Fearless45972252878,2020-01-01,PreCovid,4,,[],,,,,,,,,,
302,FelineMeowz,2020-01-01,PreCovid,4,,[],,,,,,,,,,
303,temms918890,2020-01-01,PreCovid,4,,[],,,,,,,,,,
304,Maggijl,2020-01-01,PreCovid,4,,[],,,,,,,,,,
305,mnixon163581,2020-01-01,PreCovid,4,,"[[food, good, 0], [food, cheap, 0]]",2.0,,,0.55,,,,,,
306,cruisejunkie68,2020-01-01,PreCovid,4,,"[[room, great, 2]]",,1.0,,,0.8,,,,,
307,Lyn_k35,2020-01-01,PreCovid,4,,"[[club, good, 4], [club, choic, 4]]",,,2.0,,,0.35,,,,
308,Flyingallover2016,2020-01-01,PreCovid,4,,[],,,,,,,,,,
309,mhayne419141,2020-01-01,PreCovid,4,,"[[room, usual, 2], [room, good, 2]]",,2.0,,,0.22499999999999998,,,,,
310,Gary T,2020-01-01,PreCovid,4,,"[[room, good, 2], [room, insid, 2]]",,2.0,,,0.35,,,,,
311,NhưDaoDao,2020-01-01,PreCovid,4,,"[[staff, nice, 1]]",,,,,,,,1.0,,0.6
312,khang d,2020-01-01,PreCovid,4,4.0,[],,,,,,,,,,
313,ssudar327948,2020-01-01,PreCovid,4,,"[[hotel, worth, 0]]",1.0,,,0.3,,,,,,
314,Tin Vo,2020-01-01,PreCovid,4,,[],,,,,,,,,,
315,nsusab242068,2020-01-01,PreCovid,4,,[],,,,,,,,,,
316,Soli555,2020-01-01,PreCovid,4,2.0,"[[airport, close, 3], [hour, everi, 4], [room, close, 2], [room, 'arriv close', 2]]",,2.0,1.0,,0.0,0.0,1.0,,0.0,
317,Cotti Theresa,2020-01-01,PreCovid,4,,"[[hotel, absolut, 0], [staff, great, 1], [staff, qualiti, 1], [staff, good, 1], [room, everi, 2], [flight, long, 4], [howev, famili, 2]]",1.0,2.0,1.0,0.0,0.0,-0.05,,3.0,,0.5
318,Redruby15,2020-01-01,PreCovid,4,,"[[stay, 'overnight layov', 1], [stay, singapor, 1], [stay, ideal, 1], [stay, choic, 1], [stay, short, 1], [club, good, 4]]",,,1.0,,,0.7,,5.0,,0.18
319,K Teo,2020-01-01,PreCovid,4,4.0,"[[time, offici, 1], [club, far, 4], [room, better, 2]]",,1.0,1.0,,0.5,0.1,,1.0,,0.0
320,dsuthe348874,2020-01-01,PreCovid,4,,[],,,,,,,,,,
321,Skip-and-Chip,2020-01-01,PreCovid,4,,"[[airport, close, 3], [night, first, 3], [use, singapor, 4], [night, last, 3], [shop, small, 0], [use, nice, 4]]",1.0,,2.0,-0.25,,0.3,3.0,,0.08333333333333333,
322,Homeaway2015,2019-12-01,PreCovid,4,,[],,,,,,,,,,
323,JustinSPY,2020-01-01,PreCovid,4,,"[[staycat, choic, 1], [famili, good, 1], [famili, choic, 1]]",,,,,,,,3.0,,0.2333333333333333
324,PriscillaF,2020-01-01,PreCovid,4,,"[[hour, nice, 4], [flight, singapor, 4]]",,,2.0,,,0.3,,,,
325,bkesse677611,2020-01-01,PreCovid,4,,"[[help, pleasant, 1]]",,,,,,,,1.0,,0.7333333333333333
326,linc2015,2020-01-01,PreCovid,4,,"[[staff, quiet, 1], [day, whole, 4], [club, civil, 4], [club, servic, 4]]",,,3.0,,,0.06666666666666667,,1.0,,0.0
327,f1adekbcq1080ce22020,2019-12-01,PreCovid,4,,"[[hotel, good, 0], [hotel, good, 0], [hotel, popular, 0], [pool, kid, 3]]",3.0,,,0.6666666666666666,,,1.0,,0.0,
328,f1c2e4fc0h080cae2020,2020-01-01,PreCovid,4,,[],,,,,,,,,,
329,bbhyunyoo,2020-01-01,PreCovid,4,,"[[bed, good, 3], [room, nois, 2], [check, next, 4]]",,1.0,1.0,,0.0,0.0,1.0,,0.7,
330,Herbyboy,2019-12-01,PreCovid,4,,"[[room, good, 2], [book, overal, 4], [room, unfortun, 2]]",,2.0,1.0,,0.35,0.0,,,,
331,lindeeah,2020-01-01,PreCovid,4,,"[[room, fast, 2]]",,1.0,,,0.2,,,,,
332,zuraihah,2020-01-01,PreCovid,4,,[],,,,,,,,,,
333,Geoff C,2020-01-01,PreCovid,4,,"[[time, first, 1], [hotel, singapor, 0]]",1.0,,,0.0,,,,1.0,,0.25
334,4sons2love,2019-12-01,PreCovid,4,,"[[place, good, 0], [place, sever, 0], [check, quick, 4], [breakfast, fri, 3], [enjoy, nice, 1]]",2.0,,1.0,0.35,,0.3333333333333333,1.0,1.0,0.0,0.5
335,mps d,2019-12-01,PreCovid,4,,[],,,,,,,,,,
336,Andra324,2020-01-01,PreCovid,4,,"[[friendli, pleasant, 1]]",,,,,,,,1.0,,0.7333333333333333
337,f1c20yn28h080cd42020,2020-01-01,PreCovid,4,,"[[staff, good, 1], [room, sure, 2], [time, clean, 1]]",,1.0,,,0.5,,,2.0,,0.5333333333333333
338,Martin N,2019-12-01,PreCovid,4,,[],,,,,,,,,,
339,Miketwz,2019-12-01,PreCovid,4,,"[[staff, nice, 1], [staff, 'almost hour', 1], [friendli, great, 1]]",,,,,,,,3.0,,0.4666666666666666
340,px222020,2019-12-01,PreCovid,4,,"[[staff, nice, 1], [howev, good, 2], [place, entir, 0], [bed, loud, 3], [time, second, 1]]",1.0,1.0,,0.0,0.7,,1.0,2.0,0.1,0.3
341,f1bmakmfa1080cdw2020,2019-12-01,PreCovid,4,,"[[hotel, good, 0]]",1.0,,,0.7,,,,,,
342,Guess88922,2019-12-01,PreCovid,4,,"[[book, proper, 4]]",,,1.0,,,0.0,,,,
343,Tan J,2019-12-01,PreCovid,4,,"[[walk, good, 0]]",1.0,,,0.7,,,,,,
344,f19ff7a5qh0g0c902019,2019-12-01,PreCovid,4,,[],,,,,,,,,,
345,bczn99,2019-12-01,PreCovid,4,,"[[stay, great, 1], [room, better, 2]]",,1.0,,,0.5,,,1.0,,0.8
346,Michael L,2019-10-01,PreCovid,4,,"[[pool, modern, 3], [pool, italian, 3], [floor, top, 2]]",,1.0,,,0.5,,2.0,,0.1,
347,PollyPoon,2019-12-01,PreCovid,4,,[],,,,,,,,,,
348,chrishW9072SK,2019-12-01,PreCovid,4,,"[[stay, standard, 1]]",,,,,,,,1.0,,0.0
349,AndySee79,2019-12-01,PreCovid,4,,"[[check, final, 4], [breakfast, partial, 3], [day, next, 4], [breakfast, light, 3], [pool, 'even cocktail', 3]]",,,2.0,,,0.0,3.0,,0.10000000000000002,
350,Si_enzhuang,2019-12-01,PreCovid,4,1.0,"[[hotel, better, 0], [staycat, singapor, 1]]",1.0,,,0.5,,,,1.0,,0.0
351,varadarajmuni,2019-12-01,PreCovid,4,,[],,,,,,,,,,
352,mhafiz676420,2019-12-01,PreCovid,4,,"[[friendli, late, 1], [room, last, 2], [room, right, 2], [time, first, 1]]",,2.0,,,0.14285714285714285,,,2.0,,-0.024999999999999994
353,Ian Ng,2019-12-01,PreCovid,4,,"[[place, quiet, 0], [food, good, 0], [place, crowded, 0], [place, 'bustl crowded', 0], [place, good, 0], [room, slow, 2]]",5.0,1.0,,0.27999999999999997,-0.30000000000000004,,,,,
354,f1b8mr8jk1080cfz2019,2019-12-01,PreCovid,4,,"[[place, quiet, 0], [pool, good, 3], [pool, swim, 3]]",1.0,,,0.0,,,2.0,,0.35,
355,rserra565920,2019-12-01,PreCovid,4,,[],,,,,,,,,,
356,Mobile519904,2019-12-01,PreCovid,4,,[],,,,,,,,,,
357,mevers749713,2019-12-01,PreCovid,4,,[],,,,,,,,,,
358,f1bpcvgq9h0g0cd22019,2019-12-01,PreCovid,4,,[],,,,,,,,,,
359,Liz,2019-12-01,PreCovid,4,,"[[hotel, quiet, 0]]",1.0,,,0.0,,,,,,
360,Daryl747,2019-12-01,PreCovid,4,,"[[place, singapor, 0]]",1.0,,,0.0,,,,,,
361,NurAdibah19,2019-12-01,PreCovid,4,,"[[room, fine, 2], [room, perfect, 2]]",,2.0,,,0.7083333333333334,,,,,
362,TeoBH,2019-12-01,PreCovid,4,,"[[howev, great, 2], [howev, experi, 2], [good, fine, 0], [good, basic, 0], [stay, short, 1], [flight, earli, 4]]",2.0,2.0,1.0,0.45416666666666666,0.4,0.0,,1.0,,0.0
363,Pioneer52973693794,2019-12-01,PreCovid,4,,"[[room, nice, 2]]",,1.0,,,0.6,,,,,
364,bachus_10,2019-12-01,PreCovid,4,,"[[room, quick, 2], [book, onward, 4]]",,1.0,1.0,,0.3333333333333333,0.0,,,,
365,84tourist,2019-12-01,PreCovid,4,,[],,,,,,,,,,
366,carez,2019-12-01,PreCovid,4,5.0,"[[staff, familiar, 1], [staff, new, 1]]",,,,,,,,2.0,,0.2556818181818182
367,RSTT,2019-11-01,PreCovid,4,3.0,"[[place, great, 0], [food, good, 0], [food, cheap, 0], [room, first, 2]]",3.0,1.0,,0.6333333333333333,0.25,,,,,
368,maryyeo,2019-09-01,PreCovid,4,4.0,"[[hotel, good, 0]]",1.0,,,0.7,,,,,,
369,hatran98,2019-12-01,PreCovid,4,,[],,,,,,,,,,
370,SailBreeze Sailing School Thailand,2019-12-01,PreCovid,4,,"[[hotel, great, 0], [room, execut, 2]]",1.0,1.0,,0.8,0.0,,,,,
371,nkaise820654,2019-12-01,PreCovid,4,,[],,,,,,,,,,
372,KKeee,2019-12-01,PreCovid,4,,"[[room, superior, 2], [room, 'still readi', 2], [room, cold, 2]]",,3.0,,,0.033333333333333326,,,,,
373,sukifamili,2019-12-01,PreCovid,4,,"[[pool, swim, 3], [room, clean, 2], [pool, altern, 3]]",,1.0,,,0.3666666666666667,,2.0,,0.0,
374,f1avyf4vn1080cf32019,2019-12-01,PreCovid,4,,[],,,,,,,,,,
375,OnAir04557723789,2019-12-01,PreCovid,4,,[],,,,,,,,,,
376,ayurihandi,2019-12-01,PreCovid,4,,"[[time, next, 1]]",,,,,,,,1.0,,0.0
377,Maz092,2019-12-01,PreCovid,4,,"[[time, last, 1], [hotel, bad, 0], [hotel, experi, 0], [hotel, rude, 0], [howev, servic, 2], [work, good, 2], [staff, good, 1], [staff, hard, 1]]",3.0,2.0,,-0.33333333333333326,0.35,,,3.0,,0.1361111111111111
378,ccabay,2019-12-01,PreCovid,4,,[],,,,,,,,,,
379,cmurph558585,2019-12-01,PreCovid,4,,[],,,,,,,,,,
380,BrandonKo,2019-12-01,PreCovid,4,,"[[staff, qualiti, 1], [staff, great, 1], [room, new, 2], [use, old, 4]]",,1.0,1.0,,0.13636363636363635,0.1,,2.0,,0.4
381,rgates606218,2019-12-01,PreCovid,4,,[],,,,,,,,,,
382,Peter E,2019-12-01,PreCovid,4,,"[[staff, great, 1], [friendli, open, 1], [time, special, 1]]",,,,,,,,3.0,,0.38571428571428573
383,Jonas,2019-12-01,PreCovid,4,,[],,,,,,,,,,
384,Geordino,2019-12-01,PreCovid,4,,[],,,,,,,,,,
385,joleen819,2019-12-01,PreCovid,4,,"[[stay, short, 1], [hotel, decent, 0], [howev, 'long wait', 2], [room, alloc, 2], [room, clean, 2], [floor, open, 2], [floor, top, 2], [staycat, short, 1]]",1.0,5.0,,0.16666666666666666,0.16333333333333333,,,2.0,,0.0
386,geekit888,2019-12-01,PreCovid,4,,[],,,,,,,,,,
387,aphua935621,2019-12-01,PreCovid,4,,"[[hotel, well, 0], [hotel, arrang, 0]]",2.0,,,0.0,,,,,,
388,f1awjz378h080cb52019,2019-12-01,PreCovid,4,,"[[stay, great, 1], [hotel, top, 0]]",1.0,,,0.5,,,,1.0,,0.8
389,andrewcutter68,2019-11-01,PreCovid,4,,"[[hotel, good, 0], [club, overal, 4], [room, old, 2], [club, good, 4], [club, quiet, 4], [club, clean, 4]]",1.0,1.0,4.0,0.7,0.1,0.26666666666666666,,,,
390,Suetrong X,2019-12-01,PreCovid,4,,"[[room, execut, 2]]",,1.0,,,0.0,,,,,
391,Toby Cheong,2019-12-01,PreCovid,4,,"[[pool, much, 3]]",,,,,,,1.0,,0.2,
392,888Ian,2019-12-01,PreCovid,4,,[],,,,,,,,,,
393,Audrey P,2019-12-01,PreCovid,4,,"[[walk, quiet, 0], [walk, coastal, 0], [walk, short, 0]]",3.0,,,0.0,,,,,,
394,Aji&Kiki,2019-12-01,PreCovid,4,,"[[book, bad, 4], [hour, least, 4]]",,,2.0,,,-0.4999999999999999,,,,
395,anb,2019-11-01,PreCovid,4,,"[[club, great, 4]]",,,1.0,,,0.8,,,,
396,Ming W,2019-12-01,PreCovid,4,,"[[room, clean, 2], [staff, 'best draw', 1], [walk, singapor, 0], [walk, coastal, 0], [restaur, small, 0]]",3.0,1.0,,-0.08333333333333333,0.3666666666666667,,,1.0,,1.0
397,LAENG,2019-11-01,PreCovid,4,,"[[stay, singapor, 1], [night, total, 3], [comfort, good, 3], [comfort, clean, 3], [book, servic, 4], [club, new, 4], [check, late, 4], [flight, late, 4], [pool, lower, 3], [restaur, local, 0], [walk, short, 0], [hour, pleasant, 4], [staff, big, 1]]",2.0,,5.0,0.0,,0.05393939393939393,4.0,2.0,0.26666666666666666,0.0
398,Laurentzip,2019-11-01,PreCovid,4,,"[[floor, poor, 2]]",,1.0,,,-0.4,,,,,
399,Zainodin,2019-11-01,PreCovid,4,,[],,,,,,,,,,
400,gwlangdon,2019-11-01,PreCovid,4,,"[[room, poor, 2]]",,1.0,,,-0.4,,,,,
401,David B,2019-11-01,PreCovid,4,,"[[book, next, 4], [pool, special, 3], [pool, outdoor, 3]]",,,1.0,,,0.0,2.0,,0.17857142857142858,
402,nsalin681835,2019-11-01,PreCovid,4,,"[[pool, pro, 3], [pool, good, 3], [pool, nice, 3]]",,,,,,,3.0,,0.4333333333333333,
403,pstrze743807,2019-11-01,PreCovid,4,,"[[staff, good, 1]]",,,,,,,,1.0,,0.7
404,davidrvcc,2019-11-01,PreCovid,4,,"[[pool, swim, 3]]",,,,,,,1.0,,0.0,
405,blian99,2019-11-01,PreCovid,4,,"[[staycat, next, 1]]",,,,,,,,1.0,,0.0
406,Daphne,2019-11-01,PreCovid,4,,"[[staff, servic, 1], [staff, fast, 1]]",,,,,,,,2.0,,0.1
407,jfli2000,2019-11-01,PreCovid,4,,"[[check, good, 4], [check, good, 4]]",,,2.0,,,0.7,,,,
408,ericky,2019-10-01,PreCovid,4,,"[[day, good, 4]]",,,1.0,,,0.7,,,,
409,Soon C,2019-11-01,PreCovid,4,,"[[floor, guid, 2], [room, rotten, 2], [staycat, good, 1]]",,2.0,,,0.0,,,1.0,,0.7
410,Jamaliah K,2019-11-01,PreCovid,4,,[],,,,,,,,,,
411,Stuart068,2019-11-01,PreCovid,4,,"[[staff, 'high qualiti', 1], [staff, super, 1]]",,,,,,,,2.0,,0.24666666666666665
412,zilliana,2019-11-01,PreCovid,4,4.0,"[[room, singl, 2], [check, pleasant, 4], [check, fast, 4]]",,1.0,2.0,,0.0,0.4666666666666667,,,,
